u_g,g_r,r_i,i_z
7.326610000000002287e-01,2.702230000000014343e-01,8.282299999999764850e-02,7.333800000000323394e-02
2.686274000000000939e+00,1.301686999999997596e+00,6.084380000000013666e-01,3.362970000000000681e-01
1.444772999999997865e+00,5.467620000000010805e-01,2.045049999999992707e-01,3.576900000000016178e-02
1.392986000000000502e+00,5.222360000000030311e-01,1.555059999999990339e-01,5.368800000000106820e-02
1.947385999999998063e+00,7.553770000000028517e-01,2.658419999999956929e-01,1.269270000000020104e-01
1.733191999999998956e+00,7.815930000000008704e-01,2.527070000000009031e-01,1.556719999999991444e-01
1.005150000000000432e+00,3.121349999999978309e-01,1.113700000000008572e-01,-1.946400000000281238e-02
1.252955999999997516e+00,4.689010000000024547e-01,2.222939999999997696e-01,-1.473900000000050170e-02
1.423147999999997637e+00,6.813350000000006901e-01,1.891709999999982017e-01,1.406000000000027228e-01
9.720399999999997931e-01,3.397130000000032624e-01,1.354329999999990264e-01,-2.877000000001572744e-03
1.167360000000002174e+00,6.234589999999968768e-01,2.386760000000016646e-01,9.975400000000078649e-02
9.855420000000023606e-01,5.162969999999980075e-01,1.312290000000011503e-01,1.341599999999587567e-02
9.336090000000005773e-01,2.537429999999964991e-01,8.563800000000298951e-02,-2.781000000002364914e-03
1.171721999999999042e+00,2.853490000000000748e-01,1.571309999999996876e-01,7.752699999999990155e-02
9.256609999999980687e-01,3.216570000000018581e-01,9.341399999999921988e-02,-1.217400000000168347e-02
8.804189999999998406e-01,3.542649999999980537e-01,1.716990000000002681e-01,7.491300000000222781e-02
1.396080000000001320e+00,5.274599999999995958e-01,1.551200000000001467e-01,7.652700000000045577e-02
1.826144999999996799e+00,7.721850000000003433e-01,1.902860000000003993e-01,2.190709999999995716e-01
1.483056999999998737e+00,6.146599999999970976e-01,2.028320000000007894e-01,1.298230000000017981e-01
2.587814999999999088e+00,1.354147000000001100e+00,8.397619999999985652e-01,4.029799999999994498e-01
1.155921999999996785e+00,4.028660000000030550e-01,4.695499999999697138e-02,8.664900000000130831e-02
1.714673999999998699e+00,7.494469999999999743e-01,2.411190000000011935e-01,1.354219999999983770e-01
-4.351859999999980744e-01,-5.363520000000043808e-01,-3.274649999999965644e-01,-2.112220000000029074e-01
9.875550000000004047e-01,3.577839999999987697e-01,4.086100000000314481e-02,6.934799999999796682e-02
9.151930000000021437e-01,1.738990000000022462e-01,1.118239999999985912e-01,-9.276600000000101431e-02
1.161860999999998256e+00,3.816300000000012460e-01,1.614480000000000359e-01,2.323900000000023169e-02
2.662185000000000912e+00,1.341891999999997864e+00,6.027010000000014855e-01,3.174630000000000507e-01
9.227659999999993090e-01,3.622420000000019513e-01,1.201530000000019527e-01,5.397999999999569809e-03
8.848440000000010741e-01,3.694190000000006080e-01,1.534330000000032612e-01,2.138699999999715828e-02
1.348341000000001344e+00,4.330709999999982074e-01,1.767850000000006361e-01,8.646300000000017860e-02
9.655859999999982790e-01,2.964730000000024290e-01,5.450199999999938427e-02,2.911600000000191812e-02
9.001729999999987797e-01,2.542229999999996437e-01,8.222000000000306841e-02,-2.511400000000207910e-02
1.746762000000000370e+00,7.083320000000004057e-01,1.995570000000004285e-01,1.022899999999982157e-01
1.015449000000000268e+00,3.438610000000004163e-01,9.754900000000077398e-02,9.145999999997656005e-03
1.092977999999998673e+00,3.208930000000016491e-01,1.674480000000002633e-01,-2.224800000000115574e-02
8.607730000000017867e-01,2.567160000000008324e-01,1.218539999999990187e-01,-4.400399999999748957e-02
1.180859999999999133e+00,4.592400000000012028e-01,1.643599999999985073e-01,9.373899999999935062e-02
1.372523999999998523e+00,4.973980000000004509e-01,2.127300000000076352e-02,2.449019999999997310e-01
1.123896000000005557e+00,3.795869999999972322e-01,1.085869999999999891e-01,2.392560000000010234e-01
9.461310000000011655e-01,3.079699999999974125e-01,1.538749999999993179e-01,2.369400000000254636e-02
1.244672999999998808e+00,4.601299999999994839e-01,1.106339999999992330e-01,3.001199999999926149e-02
1.005403000000001157e+00,3.597260000000019886e-01,1.353499999999989711e-01,-5.488599999999976831e-02
1.393242999999998233e+00,5.597899999999995657e-01,1.807459999999991851e-01,9.397500000000036380e-02
1.459487999999996788e+00,4.654050000000040654e-01,2.010070000000006019e-01,8.900499999999667011e-02
9.402410000000003265e-01,1.919460000000015043e-01,2.253299999999569536e-02,1.087720000000018672e-01
1.122977999999999810e+00,4.042550000000009192e-01,1.533160000000002299e-01,-4.195299999999946294e-02
1.030509999999999593e+00,2.854199999999984527e-01,1.446760000000004709e-01,7.919000000001119588e-03
8.919689999999995678e-01,3.617899999999991678e-01,1.172890000000030852e-01,1.443380000000011876e-01
9.387609999999995125e-01,2.828119999999998413e-01,1.111789999999999168e-01,1.418900000000178352e-02
2.539189000000000362e+00,1.400369000000001307e+00,8.678889999999981342e-01,5.085520000000016694e-01
2.380151999999998935e+00,1.270897000000001498e+00,5.482559999999985223e-01,3.475430000000017117e-01
1.751573000000000491e+00,6.969820000000019888e-01,2.599349999999986949e-01,1.528090000000013049e-01
8.948979999999977508e-01,2.916850000000010823e-01,9.156199999999969918e-02,-3.199800000000152522e-02
1.016973999999997602e+00,3.626570000000022276e-01,1.514319999999997890e-01,1.261900000000082400e-02
8.733329999999988047e-01,2.532169999999993593e-01,9.130899999999897432e-02,3.794100000000000250e-02
8.610059999999997160e-01,2.667849999999987176e-01,1.490590000000011628e-01,2.454599999999729221e-02
1.045193999999998624e+00,4.859109999999979834e-01,2.201149999999998386e-01,9.237100000000353361e-02
1.197919999999999874e+00,4.044239999999987845e-01,2.049150000000015126e-01,3.588299999999833290e-02
9.230990000000041107e-01,3.081709999999979743e-01,7.434199999999790975e-02,1.429400000000313753e-02
1.446871999999999048e+00,5.909330000000032612e-01,1.901899999999976387e-01,8.564300000000102386e-02
9.629709999999995773e-01,2.969189999999990448e-01,1.096059999999994261e-01,-3.034399999999948250e-02
1.100960000000000605e+00,3.733670000000000044e-01,1.250759999999981886e-01,6.765100000000145997e-02
1.716552999999997553e+00,6.342120000000015523e-01,2.087589999999970303e-01,1.461090000000027089e-01
1.053837000000001467e+00,4.394619999999989091e-01,1.836669999999998026e-01,4.043300000000016325e-02
9.818670000000011555e-01,2.944800000000000750e-01,9.073399999999764987e-02,-5.057699999999698548e-02
2.113369000000002274e+00,8.477479999999992799e-01,2.782669999999995980e-01,1.358150000000009072e-01
1.099115999999998650e+00,3.557980000000036114e-01,1.168809999999993465e-01,4.008599999999873376e-02
8.755050000000004218e-01,3.545949999999997715e-01,1.441710000000000491e-01,-3.050199999999847478e-02
9.586320000000014829e-01,3.236840000000000828e-01,1.334289999999960230e-01,3.906400000000331829e-02
1.188186999999999216e+00,6.220010000000009143e-01,2.112260000000034665e-01,6.429499999999777060e-02
2.837118000000000251e+00,1.408803999999999945e+00,9.159690000000004773e-01,4.707539999999994507e-01
9.787309999999997956e-01,3.367290000000018324e-01,8.748399999999989518e-02,-1.380100000000084037e-02
1.132666000000000395e+00,3.912919999999999732e-01,1.812210000000007426e-01,3.677399999999764191e-02
9.288399999999796819e-02,9.377200000000129876e-02,-2.407200000000031537e-02,4.282400000000308182e-02
2.006132000000000914e+00,7.985040000000012128e-01,2.645040000000022928e-01,1.680489999999998929e-01
1.331754000000000104e+00,4.637569999999975323e-01,3.523000000000209297e-02,2.639599999999830970e-02
1.480429000000000883e+00,4.899100000000018440e-01,2.268150000000002109e-01,1.181190000000000850e-01
2.522203000000001083e+00,1.191097999999996659e+00,5.012240000000041107e-01,2.703839999999981814e-01
8.838350000000012585e-01,2.823679999999981760e-01,9.733699999999956276e-02,2.188100000000048340e-02
2.661613000000002671e+00,1.334739999999996485e+00,5.264900000000007907e-01,3.024260000000005277e-01
1.113307999999999964e+00,3.910009999999992658e-01,4.767800000000121941e-02,7.211100000000314481e-02
9.092810000000035586e-01,4.268299999999989325e-01,1.776239999999980057e-01,3.207599999999999341e-02
9.910319999999970264e-01,3.291280000000007533e-01,5.552700000000143632e-02,9.117699999999828719e-02
1.805939999999999657e+00,7.176179999999998671e-01,2.300749999999993634e-01,1.058390000000013487e-01
1.669844000000001216e+00,8.618070000000024322e-01,-1.922800000000179921e-02,1.613030000000001962e-01
9.115050000000017860e-01,2.321530000000002758e-01,6.134899999999632314e-02,1.497700000000179443e-02
9.370919999999962613e-01,3.636510000000008347e-01,1.115300000000019054e-01,-9.128000000000469072e-03
1.280577000000004517e+00,4.104059999999982722e-01,1.457269999999972754e-01,6.357200000000062801e-02
1.529081999999998942e+00,5.729399999999991167e-01,1.606340000000017199e-01,1.297259999999997859e-01
1.326038999999997969e+00,5.740700000000025227e-01,2.189209999999981449e-01,1.131119999999974368e-01
8.387369999999982895e-01,2.767760000000016873e-01,1.036849999999986949e-01,-1.164999999999949409e-02
9.187970000000014181e-01,2.789439999999991926e-01,4.399300000000394562e-02,1.302029999999980703e-01
1.137372999999996637e+00,4.303610000000013258e-01,8.653400000000033288e-02,1.891919999999984725e-01
1.183412000000000575e+00,3.602469999999975414e-01,1.567460000000018283e-01,9.021999999999863462e-02
7.912910000000010768e-01,6.479570000000016705e-01,5.933200000000127261e-02,2.910549999999965110e-01
9.000649999999978945e-01,3.623259999999994818e-01,1.642360000000024911e-01,3.056299999999723127e-02
9.409290000000005705e-01,3.601930000000024279e-01,1.399059999999998638e-01,5.364399999999847068e-02
8.126959999999989748e-01,2.766720000000013613e-01,1.193719999999984793e-01,-6.341999999999714532e-02
1.030743000000001075e+00,3.236609999999977560e-01,1.653730000000024347e-01,4.476999999997843815e-03
1.331650999999997254e+00,4.863280000000003156e-01,1.061310000000013076e-01,2.508800000000022123e-02
2.760549999999994952e-01,1.310040000000007865e-01,-1.281219999999976267e-01,2.129739999999991085e-01
9.189720000000001221e-01,1.513629999999999143e-01,2.762299999999839883e-02,-6.803499999999473857e-02
1.429832000000001102e+00,5.267930000000013990e-01,1.627839999999984855e-01,7.448000000000121190e-02
1.324967000000000894e+00,4.876140000000006580e-01,1.390240000000027010e-01,1.554109999999973013e-01
1.481083999999999179e+00,5.769809999999999661e-01,2.016010000000001412e-01,9.314900000000037039e-02
1.142002000000001516e+00,4.400060000000003413e-01,1.963580000000000325e-01,5.954099999999939996e-02
2.489277000000001294e+00,1.006709999999998217e+00,3.380980000000004537e-01,1.773820000000014829e-01
8.670199999999965712e-01,2.728880000000017958e-01,1.039679999999982840e-01,-2.713999999997440682e-03
1.469171999999996814e+00,6.075250000000025352e-01,2.529519999999969571e-01,1.475469999999994286e-01
2.484181000000003081e+00,1.222325999999995361e+00,4.993020000000036873e-01,2.793359999999971421e-01
9.652399999999978775e-01,3.877010000000034040e-01,1.860769999999973834e-01,-7.895599999999802776e-02
1.197652999999998968e+00,4.928610000000048785e-01,2.190279999999980021e-01,8.724600000000037880e-02
1.213348000000003424e+00,3.625319999999980780e-01,1.219099999999997408e-01,1.539169999999998595e-01
1.334303999999999490e+00,5.282379999999982090e-01,8.508500000000118746e-02,9.394899999999850593e-02
1.970855000000003798e+00,7.371289999999959264e-01,2.623600000000010368e-01,4.192900000000143734e-02
1.572072999999999610e+00,6.799280000000038626e-01,2.363799999999969259e-01,1.546489999999991483e-01
1.572236999999997664e+00,5.784320000000029438e-01,7.604799999999656279e-02,1.841320000000017387e-01
1.546148000000002298e+00,6.068759999999961963e-01,3.009840000000032489e-01,1.869139999999980262e-01
1.264293999999999585e+00,4.601399999999991053e-01,1.730080000000029372e-01,3.948199999999957299e-02
2.688290999999999542e+00,1.424338000000002324e+00,8.811920000000004194e-01,4.136530000000000484e-01
7.972780000000021516e-01,2.694999999999971863e-01,1.055360000000007403e-01,6.355299999999886040e-02
2.223037999999995407e+00,1.110746000000002454e+00,4.147359999999977731e-01,2.278630000000028133e-01
1.081922000000000494e+00,4.042809999999992243e-01,1.313760000000012695e-01,4.328500000000090608e-02
1.091309000000002527e+00,3.767029999999991219e-01,1.444040000000015311e-01,3.427099999999683178e-02
3.727799999999703573e-02,-6.018100000000004002e-02,2.523000000000017451e-01,-3.972399999999964848e-02
1.253572999999999382e+00,5.589450000000013574e-01,2.361079999999979862e-01,2.618200000000214800e-02
1.702640999999999849e+00,6.812989999999992108e-01,3.055930000000017799e-01,1.624659999999984450e-01
1.009917999999998983e+00,3.457829999999972870e-01,1.251450000000033924e-01,-1.186100000000323007e-02
2.339038999999996093e+00,1.056660000000000821e+00,4.324360000000027071e-01,2.328259999999993113e-01
1.649554999999999438e+00,9.482120000000016091e-01,2.396940000000000737e-01,1.428319999999985157e-01
2.022033000000000413e+00,8.359230000000010818e-01,2.760329999999981965e-01,5.951700000000315072e-02
1.134617000000002207e+00,3.106979999999950337e-01,1.009310000000027685e-01,1.662199999999991462e-01
9.380249999999996646e-01,3.270470000000003097e-01,1.371670000000015932e-01,3.864099999999837109e-02
8.428699999999977877e-01,3.020250000000004320e-01,7.666000000000039449e-02,1.308920000000028949e-01
2.527302000000002380e+00,1.358371999999999247e+00,9.407189999999978625e-01,5.020690000000023190e-01
1.300466000000000122e+00,4.011849999999999028e-01,1.487749999999987693e-01,5.497000000000262787e-02
1.114784000000003772e+00,3.800739999999969143e-01,9.033600000000063801e-02,-5.443999999999959982e-02
7.892820000000000391e-01,2.170049999999967838e-01,1.217920000000027869e-01,-1.221000000001026820e-03
3.267019999999973834e-01,2.591329999999985034e-01,3.063350000000006901e-01,2.722760000000015168e-01
9.610239999999983240e-01,2.262629999999994368e-01,1.400220000000018672e-01,-3.282800000000207774e-02
1.871931000000000012e+00,6.619579999999984921e-01,2.085989999999995348e-01,9.445000000000192131e-02
1.217154000000000735e+00,6.666729999999994050e-01,2.144170000000009679e-01,1.660189999999985844e-01
2.417559000000000680e+00,1.083843000000001666e+00,3.941149999999993270e-01,2.602750000000000341e-01
9.234490000000015186e-01,5.146519999999981110e-01,7.643300000000152750e-02,-1.499700000000103728e-02
1.702767999999998949e+00,7.191900000000011062e-01,2.914759999999994022e-01,1.670259999999998968e-01
2.297361999999999682e+00,1.072807000000000954e+00,3.607769999999987931e-01,9.862600000000298905e-02
9.189280000000010773e-01,3.533969999999975187e-01,1.389220000000008781e-01,-2.757899999999935403e-02
9.338359999999958916e-01,6.058500000000321961e-02,5.203399999999902548e-02,-3.945000000000220552e-02
2.510218999999999312e+00,1.336441999999998131e+00,6.268630000000001701e-01,3.243119999999990455e-01
1.276777000000002715e+00,5.002250000000003638e-01,1.442729999999983193e-01,7.210700000000080934e-02
1.095379000000001213e+00,4.058139999999994529e-01,1.350489999999986424e-01,7.807999999999992724e-02
1.087596999999998815e+00,4.326700000000016644e-01,1.210750000000011539e-01,5.533199999999993679e-02
1.591264999999996377e+00,7.051060000000006767e-01,2.739360000000026218e-01,1.763969999999979166e-01
1.772047000000000594e+00,6.963079999999983727e-01,2.788919999999990296e-01,1.195680000000010068e-01
1.024395000000001943e+00,2.939709999999990941e-01,1.453270000000017603e-01,1.630799999999865690e-02
1.386393000000001763e+00,5.637579999999982050e-01,2.099460000000004101e-01,6.110600000000054877e-02
1.691849999999998744e+00,6.489589999999996195e-01,2.286209999999986309e-01,1.186769999999999214e-01
2.608076000000000505e+00,1.312836000000000780e+00,6.934070000000005507e-01,3.206339999999983092e-01
9.474270000000011294e-01,4.576720000000022992e-01,9.552399999999749980e-02,1.082229999999988479e-01
1.324407000000000778e+00,4.770550000000000068e-01,2.194000000000002615e-01,3.630300000000019622e-02
1.763523000000002838e+00,7.590499999999984482e-01,3.503739999999986310e-01,1.617969999999999686e-01
